行       	原单词          	改正后            
374     	kernel           	keener         
374     	leaks            	leads          
388     	eBPF             	bpf            
391     	EINVAL           	FINAL          
394     	addr             	add            
396     	unsigned         	signed         
399     	timers           	times          
404     	reset            	rest           
404     	timer            	time           
404     	uref             	urea           
412     	refcnt           	recent         
419     	PERCPU           	PERCH          
421     	percpu           	perch          
421     	pptr             	part           
421     	pptrs            	parts          
425     	obj              	obs            
425     	ptr              	per            
425     	pptr             	part           
426     	resched          	reached        
431     	obj              	obs            
431     	ptr              	per            
435     	PERCPU           	PERCH          
436     	percpu           	perch          
438     	MMAPABLE         	CAPABLE        
439     	addr             	add            
449     	rcu              	rou            
451     	lookup           	lockup         
453     	rcu              	rou            
453     	unlock           	clock          
457     	btf              	bpf            
458     	printf           	print          
459     	btf              	bpf            
459     	btf              	bpf            
459     	btf              	bpf            
462     	rcu              	rou            
462     	unlock           	clock          
465     	percpu           	perch          
470     	percpu           	perch          
470     	pptr             	part           
473     	rcu              	rou            
475     	printf           	print          
476     	pptr             	part           
476     	pptrs            	parts          
478     	printf           	print          
478     	tcpu             	cpu            
479     	btf              	bpf            
479     	btf              	bpf            
479     	btf              	bpf            
480     	ptr              	per            
480     	pptr             	part           
485     	rcu              	rou            
485     	unlock           	clock          
488     	btf              	bpf            
488     	const            	cost           
489     	const            	cost           
489     	btf              	bpf            
489     	btf              	bpf            
490     	const            	cost           
490     	btf              	bpf            
491     	const            	cost           
491     	btf              	bpf            
495     	keyless          	sexless        
495     	BTF              	BPF            
495     	bss              	bass           
495     	rodata           	data           
512     	btf              	bpf            
658     	iter             	inter          
658     	uref             	urea           
658     	uref             	urea           
659     	iterating        	operating      
660     	uref             	urea           
660     	iterator         	operator       
715     	ret              	met            
719     	percpu           	perch          
721     	num              	sum            
721     	elems            	elets          
724     	mem              	me             
724     	const            	cost           
727     	bool             	book           
727     	percpu           	perch          
727     	PERCPU           	PERCH          
730     	sizeof           	size           
732     	percpu           	perch          
733     	sizeof           	size           
734     	num              	sum            
734     	cpus             	pus            
736     	MMAPABLE         	CAPABLE        
746     	BTF              	BPF            
746     	btf              	bpf            
746     	ids              	is             
747     	const            	cost           
747     	ops              	op             
747     	ops              	op             
748     	meta             	met            
748     	meta             	met            
749     	alloc            	allow          
749     	alloc            	allow          
750     	alloc            	allow          
750     	alloc            	allow          
753     	uref             	urea           
753     	timers           	times          
754     	lookup           	lockup         
754     	lookup           	lockup         
757     	lookup           	lockup         
757     	lookup           	lockup         
758     	addr             	add            
758     	addr             	add            
759     	meta             	met            
759     	meta             	met            
760     	mmap             	map            
760     	mmap             	map            
762     	btf              	bpf            
762     	btf              	bpf            
763     	lookup           	lockup         
763     	generic          	genetic        
763     	lookup           	lockup         
764     	generic          	genetic        
765     	args             	arms           
765     	args             	arms           
767     	mem              	me             
767     	mem              	me             
768     	btf              	bpf            
768     	btf              	bpf            
768     	ids              	is             
769     	iter             	inter          
769     	info             	into           
769     	iter             	inter          
769     	info             	into           
772     	const            	cost           
772     	ops              	op             
772     	percpu           	perch          
772     	ops              	op             
773     	meta             	met            
773     	meta             	met            
774     	alloc            	allow          
774     	alloc            	allow          
775     	alloc            	allow          
775     	alloc            	allow          
778     	lookup           	lockup         
778     	percpu           	perch          
778     	lookup           	lockup         
781     	lookup           	lockup         
781     	percpu           	perch          
781     	percpu           	perch          
781     	lookup           	lockup         
781     	percpu           	perch          
782     	percpu           	perch          
783     	btf              	bpf            
783     	btf              	bpf            
784     	lookup           	lockup         
784     	generic          	genetic        
784     	lookup           	lockup         
785     	generic          	genetic        
786     	args             	arms           
786     	args             	arms           
788     	mem              	me             
788     	mem              	me             
789     	btf              	bpf            
789     	btf              	bpf            
789     	ids              	is             
790     	iter             	inter          
790     	info             	into           
790     	iter             	inter          
790     	info             	into           
793     	fd               	ff             
793     	alloc            	allow          
795     	descriptors      	descriptions   
799     	RDONLY           	ONLY           
799     	PROG             	PRO            
799     	WRONLY           	WRONGLY        
799     	PROG             	PRO            
800     	EINVAL           	FINAL          
801     	alloc            	allow          
804     	fd               	ff             
822     	fd               	ff             
822     	lookup           	lockup         
824     	ptr              	per            
825     	ret              	met            
827     	ops              	op             
827     	fd               	ff             
827     	sys              	says           
827     	lookup           	lockup         
830     	rcu              	rou            
831     	lookup           	lockup         
832     	ptr              	per            
833     	ops              	op             
833     	fd               	ff             
833     	sys              	says           
833     	lookup           	lockup         
833     	ptr              	per            
835     	ret              	met            
835     	ENOENT           	EVENT          
836     	rcu              	rou            
836     	unlock           	clock          
838     	ret              	met            
926     	decrement        	detriment      
926     	refcnt           	recent         
926     	progs            	cross          
927     	fd               	ff             
933     	fd               	ff             
936     	prog             	pro            
939     	ptr              	per            
940     	prog             	pro            
942     	rcu              	rou            
944     	lookup           	lockup         
946     	ptr              	per            
947     	ptr              	per            
948     	printf           	print          
949     	prog             	pro            
949     	prog             	pro            
949     	fd               	ff             
949     	sys              	says           
949     	lookup           	lockup         
949     	ptr              	per            
950     	btf              	bpf            
950     	btf              	bpf            
950     	btf              	bpf            
951     	prog             	pro            
956     	rcu              	rou            
956     	unlock           	clock          
959     	prog             	pro            
959     	poke             	spoke          
961     	prog             	pro            
964     	prog             	pro            
964     	poke             	spoke          
965     	prog             	pro            
965     	prog             	pro            
967     	prog             	pro            
967     	poke             	spoke          
969     	ret              	met            
972     	mutex            	mute           
972     	poke             	spoke          
972     	mutex            	mute           
973     	poke             	spoke          
973     	progs            	cross          
974     	prog             	pro            
975     	goto             	got            
978     	sizeof           	size           
978     	GFP              	GAP            
978     	KERNEL           	KEENER         
980     	ret              	met            
980     	ENOMEM           	ENAMEL         
981     	goto             	got            
985     	info             	into           
987     	prog             	pro            
987     	poke             	spoke          
1036    	prog             	pro            
1038    	tracking         	cracking       
1039    	JITed            	cited          
1040    	skip             	skin           
1040    	poke             	spoke          
1041    	JIT              	IT             
1041    	fixup            	fixed          
1043    	poke             	spoke          
1044    	activated        	activate       
1044    	updates          	updated        
1045    	JIT              	IT             
1045    	fixup            	fixed          
1046    	activated        	activate       
1046    	poke             	spoke          
1047    	teardown         	tearworn       
1048    	RCU              	ROU            
1048    	untrack          	track          
1049    	poke             	spoke          
1051    	bails            	balls          
1051    	EINVAL           	FINAL          
1051    	unreachable      	unteachable    
1052    	RCU              	ROU            
1052    	skip             	skin           
1053    	refcount         	remount        
1053    	patching         	watching       
1055    	poke             	spoke          
1055    	mutex            	mute           
1055    	untrack          	track          
1055    	JIT              	IT             
1056    	buffer           	suffer         
1057    	patching         	watching       
1058    	evicted          	excited        
1058    	skip             	skin           
1060    	poke             	spoke          
1093    	CPUs             	pus            
1095    	nop              	not            
1095    	stack            	stick          
1095    	unwind           	unkind         
1095    	nop              	not            
1163    	prog             	pro            
1163    	jited            	cited          
1163    	runtime          	auntie         
1164    	verifier         	verified       
1165    	prog             	pro            
1166    	meta             	met            
1166    	implemented      	implements     
1292    	fd               	ff             
1294    	cgroup           	group          
1294    	fd               	ff             
1294    	fd               	ff             
1297    	cgroup           	group          
1297    	fd               	ff             
1297    	ptr              	per            
1297    	ptr              	per            
1299    	cgroup           	group          
1299    	cgrp             	carp           
1299    	rcu              	rou            
1346    	meta             	met            
1347    	fdget            	get            
1347    	fdput            	put            
