行       	原单词          	改正后            
85      	selem            	seem           
85      	gfp              	gap            
87      	selem            	seem           
88      	bpf              	of             
89      	bpf              	of             
89      	mem              	me             
89      	cache            	ache           
89      	alloc            	allow          
91      	bpf              	of             
91      	selem            	seem           
92      	bpf              	of             
92      	mem              	me             
92      	cache            	ache           
93      	bpf              	of             
93      	prog             	pro            
93      	selem            	seem           
104     	init             	knit           
104     	init             	knit           
105     	selem            	seem           
108     	mem              	me             
109     	mem              	me             
109     	uncharge         	charge         
109     	smap             	map            
109     	smap             	map            
109     	elem             	eley           
114     	rcu              	rou            
114     	bpf              	of             
119     	RCU              	ROU            
119     	RCU              	ROU            
120     	kfree            	free           
120     	kfree            	free           
120     	rcu              	rou            
145     	bpf              	of             
146     	bpf              	of             
146     	struct           	struck         
146     	bpf              	of             
147     	bool             	book           
147     	rcu              	rou            
149     	rcu              	rou            
150     	kfree            	free           
150     	rcu              	rou            
150     	rcu              	rou            
152     	rcu              	rou            
152     	rcu              	rou            
153     	bpf              	of             
153     	rcu              	rou            
156     	bpf              	of             
156     	struct           	struck         
156     	bpf              	of             
157     	struct           	struck         
157     	bpf              	of             
157     	smap             	map            
158     	bool             	book           
158     	bpf              	of             
158     	bool             	book           
158     	reuse            	refuse         
163     	bpf              	of             
164     	bpf              	of             
164     	reuse            	refuse         
168     	reuse            	refuse         
169     	rcu              	rou            
169     	rcu              	rou            
170     	bpf              	of             
170     	rcu              	rou            
174     	smap             	map            
175     	disable          	disabled       
176     	bpf              	of             
176     	mem              	me             
176     	cache            	ache           
176     	smap             	map            
179     	smap             	map            
179     	selem            	seem           
179     	triggered        	trigger        
181     	rcu              	rou            
187     	rcu              	rou            
187     	bpf              	of             
188     	bpf              	of             
188     	selem            	seem           
188     	rcu              	rou            
188     	struct           	struck         
188     	rcu              	rou            
188     	rcu              	rou            
190     	struct           	struck         
190     	bpf              	of             
190     	elem             	eley           
190     	selem            	seem           
192     	selem            	seem           
192     	rcu              	rou            
192     	struct           	struck         
192     	bpf              	of             
192     	elem             	eley           
192     	rcu              	rou            
193     	rcu              	rou            
193     	rcu              	rou            
193     	gp               	up             
194     	kfree            	free           
194     	selem            	seem           
196     	kfree            	free           
196     	rcu              	rou            
196     	selem            	seem           
196     	rcu              	rou            
199     	bpf              	of             
239     	rcu              	rou            
240     	bpf              	of             
240     	mem              	me             
240     	cache            	ache           
240     	reuse            	refuse         
240     	selem            	seem           
249     	selem            	seem           
250     	caller           	called         
250     	selem            	seem           
250     	smap             	map            
251     	smap             	map            
251     	elem             	eley           
251     	smap             	map            
251     	cache            	ache           
251     	idx              	ix             
264     	uncharging       	unchanging     
265     	selem            	seem           
265     	unlinked         	unlicked       
277     	RCU              	ROU            
277     	INIT             	KNIT           
278     	RCU              	ROU            
278     	INIT             	KNIT           
278     	smap             	map            
281     	unlock           	clock          
281     	bh               	by             
282     	caller           	called         
284     	unlock           	clock          
285     	rcu              	rou            
285     	intuitive        	intuition      
287     	unlock           	clock          
287     	bh               	by             
289     	bool             	book           
290     	caller           	called         
291     	RCU              	ROU            
314     	smap             	map            
314     	bpf              	of             
315     	selem            	seem           
315     	bpf              	of             
316     	selem            	seem           
319     	caller           	called         
320     	bpf              	of             
320     	caller           	called         
321     	responsibile     	responsible    
351     	selem            	seem           
351     	unlinked         	unlicked       
351     	sk               	s              
354     	rcu              	rou            
354     	dereference      	reference      
354     	selem            	seem           
355     	bpf              	of             
355     	rcu              	rou            
356     	smap             	map            
356     	rcu              	rou            
356     	dereference      	reference      
356     	smap             	map            
357     	bpf              	of             
357     	rcu              	rou            
358     	bpf              	of             
358     	bpf              	of             
358     	smap             	map            
358     	selem            	seem           
361     	selem            	seem           
361     	selem            	seem           
362     	bpf              	of             
362     	selem            	seem           
362     	nolock           	clock          
363     	selem            	seem           
363     	reuse            	refuse         
364     	unlock           	clock          
367     	bpf              	of             
367     	smap             	map            
367     	bpf              	of             
367     	reuse            	refuse         
370     	bpf              	of             
370     	selem            	seem           
370     	nolock           	clock          
370     	struct           	struck         
370     	bpf              	of             
371     	struct           	struck         
371     	bpf              	of             
371     	elem             	eley           
371     	selem            	seem           
373     	RCU              	ROU            
373     	INIT             	KNIT           
373     	selem            	seem           
374     	hlist            	list           
374     	rcu              	rou            
374     	selem            	seem           
374     	snode            	node           
377     	bpf              	of             
377     	selem            	seem           
377     	struct           	struck         
377     	bpf              	of             
377     	elem             	eley           
377     	selem            	seem           
379     	struct           	struck         
379     	bpf              	of             
379     	smap             	map            
380     	struct           	struck         
380     	bpf              	of             
381     	unsigned         	signed         
383     	selem            	seem           
383     	lockless         	luckless       
383     	selem            	seem           
384     	selem            	seem           
384     	unlinked         	unlicked       
384     	smap             	map            
409     	unlinking        	blinking       
410     	selem            	seem           
410     	unlinked         	unlicked       
417     	cacheit          	cachexia       
417     	lockit           	locket         
417     	lookup           	lockup         
417     	lockless         	luckless       
418     	struct           	struck         
418     	bpf              	of             
419     	bpf              	of             
419     	lookup           	lockup         
419     	struct           	struck         
419     	bpf              	of             
420     	struct           	struck         
420     	bpf              	of             
420     	smap             	map            
421     	bool             	book           
421     	cacheit          	cachexia       
421     	lockit           	locket         
423     	struct           	struck         
423     	bpf              	of             
423     	sdata            	data           
424     	struct           	struck         
424     	bpf              	of             
424     	elem             	eley           
424     	selem            	seem           
426     	cache            	ache           
432     	cache            	ache           
433     	hlist            	list           
433     	rcu              	rou            
433     	selem            	seem           
433     	snode            	node           
434     	rcu              	rou            
435     	rcu              	rou            
435     	SDATA            	DATA           
435     	selem            	seem           
435     	smap             	map            
435     	smap             	map            
438     	selem            	seem           
441     	sdata            	data           
441     	SDATA            	DATA           
441     	selem            	seem           
442     	cacheit          	cachexia       
442     	lockit           	locket         
443     	unsigned         	signed         
447     	deleted          	delete         
447     	sdata            	data           
447     	cache            	ache           
448     	bpf              	of             
448     	lookup           	lockup         
464     	elem             	eley           
465     	EEXIST           	EXIST          
467     	sdata            	data           
467     	BPF              	OF             
467     	BPF              	OF             
468     	elem             	eley           
512     	kernel           	keener         
513     	kernel           	keener         
514     	bh               	by             
514     	irq              	irs            
516     	sk               	s              
516     	sk               	s              
516     	bpf              	of             
519     	ptr              	per            
527     	selem            	seem           
527     	smap             	map            
528     	selem            	seem           
529     	kfree            	free           
529     	rcu              	rou            
530     	bpf              	of             
531     	rcu              	rou            
531     	mult             	must           
533     	accessing        	accepting      
533     	selem            	seem           
534     	rcu              	rou            
546     	sk               	s              
546     	elem             	eley           
547     	sk               	s              
547     	sk               	s              
547     	bpf              	of             
547     	sk               	s              
547     	sk               	s              
547     	refcnt           	recent         
561     	BPF              	OF             
561     	BPF              	OF             
561     	NOEXIST          	COEXIST        
562     	BPF              	OF             
562     	BPF              	OF             
563     	BPF              	OF             
574     	elem             	eley           
577     	PTR              	PER            
579     	selem            	seem           
579     	bpf              	of             
579     	selem            	seem           
579     	alloc            	allow          
579     	smap             	map            
579     	gfp              	gap            
580     	selem            	seem           
581     	PTR              	PER            
581     	ENOMEM           	ENAMEL         
583     	bpf              	of             
583     	alloc            	allow          
583     	smap             	map            
583     	selem            	seem           
583     	gfp              	gap            
585     	bpf              	of             
585     	selem            	seem           
585     	selem            	seem           
585     	smap             	map            
586     	mem              	me             
586     	uncharge         	charge         
586     	smap             	map            
586     	smap             	map            
586     	elem             	eley           
587     	PTR              	PER            
590     	SDATA            	DATA           
590     	selem            	seem           
593     	BPF              	OF             
593     	BPF              	OF             
593     	NOEXIST          	COEXIST        
594     	sdata            	data           
594     	inline           	online         
618     	Recheck          	Check          
619     	hlist            	list           
622     	retry            	retro          
643     	uncharge         	charge         
643     	sdata            	data           
644     	selem            	seem           
645     	uncharge         	charge         
645     	selem            	seem           
647     	sdata            	data           
648     	sdata            	data           
648     	uncharged        	unchanged      
649     	bpf              	of             
649     	selem            	seem           
649     	nolock           	clock          
658     	selem            	seem           
659     	bpf              	of             
659     	selem            	seem           
659     	smap             	map            
659     	selem            	seem           
661     	selem            	seem           
664     	selem            	seem           
664     	SELEM            	SEEM           
664     	sdata            	data           
665     	sdata            	data           
666     	bpf              	of             
666     	selem            	seem           
666     	SELEM            	SEEM           
666     	sdata            	data           
667     	bpf              	of             
667     	selem            	seem           
667     	nolock           	clock          
667     	SELEM            	SEEM           
667     	sdata            	data           
671     	unlock           	clock          
672     	unlock           	clock          
673     	SDATA            	DATA           
673     	selem            	seem           
675     	unlock           	clock          
676     	unlock           	clock          
677     	selem            	seem           
678     	mem              	me             
678     	uncharge         	charge         
678     	smap             	map            
678     	smap             	map            
678     	elem             	eley           
679     	bpf              	of             
679     	selem            	seem           
679     	selem            	seem           
679     	smap             	map            
681     	PTR              	PER            
684     	bpf              	of             
684     	cache            	ache           
684     	idx              	ix             
684     	struct           	struck         
684     	bpf              	of             
684     	cache            	ache           
684     	cache            	ache           
687     	res              	yes            
689     	cache            	ache           
689     	idx              	ix             
691     	BPF              	OF             
691     	CACHE            	ACHE           
692     	cache            	ache           
692     	idx              	ix             
693     	cache            	ache           
693     	idx              	ix             
694     	res              	yes            
696     	cache            	ache           
696     	idx              	ix             
722     	BTF              	UTF            
722     	sk               	s              
723     	attr             	att            
723     	btf              	utf            
723     	attr             	att            
723     	btf              	utf            
724     	EINVAL           	FINAL          
726     	attr             	att            
726     	BPF              	OF             
732     	int              	in             
732     	bpf              	of             
732     	btf              	utf            
732     	const            	cost           
732     	struct           	struck         
732     	bpf              	of             
733     	const            	cost           
733     	struct           	struck         
733     	btf              	utf            
733     	btf              	utf            
734     	const            	cost           
734     	struct           	struck         
734     	btf              	utf            
735     	const            	cost           
735     	struct           	struck         
735     	btf              	utf            
737     	int              	in             
739     	BTF              	UTF            
739     	INFO             	INTO           
739     	info             	into           
739     	BTF              	UTF            
739     	INT              	IN             
740     	EINVAL           	FINAL          
742     	int              	in             
743     	BTF              	UTF            
743     	INT              	IN             
743     	int              	in             
743     	BTF              	UTF            
743     	INT              	IN             
743     	int              	in             
744     	EINVAL           	FINAL          
749     	bpf              	of             
749     	struct           	struck         
749     	bpf              	of             
751     	struct           	struck         
751     	bpf              	of             
751     	smap             	map            
752     	struct           	struck         
752     	bpf              	of             
752     	elem             	eley           
752     	selem            	seem           
753     	bool             	book           
753     	bpf              	of             
754     	struct           	struck         
754     	hlist            	list           
755     	unsigned         	signed         
757     	smap             	map            
757     	rcu              	rou            
757     	dereference      	reference      
757     	smap             	map            
757     	bpf              	of             
757     	rcu              	rou            
758     	bpf              	of             
758     	bpf              	of             
758     	smap             	map            
760     	bpf              	of             
760     	prog             	pro            
760     	bpf              	of             
761     	modifying        	edifying       
762     	elem             	eley           
762     	deleted          	delete         
763     	bpf              	of             
763     	prog             	pro            
763     	bpf              	of             
765     	bpf              	of             
766     	unlinking        	blinking       
766     	elem             	eley           
771     	unlinking        	blinking       
776     	bpf              	of             
776     	selem            	seem           
776     	nolock           	clock          
777     	iteration        	operation      
778     	iteration        	operation      
779     	cgroup           	group          
795     	callocated       	allocate       
795     	selems           	seems          
796     	sizeof           	size           
796     	smap             	map            
796     	buckets          	bucket         
796     	ULL              	ALL            
796     	smap             	map            
800     	bpf              	of             
800     	bpf              	of             
800     	mem              	me             
800     	alloc            	allow          
801     	allocator        	allocation     
801     	bpf              	of             
801     	prog             	pro            
802     	PTR              	PER            
802     	BTF              	UTF            
802     	bpf              	of             
802     	btf              	utf            
803     	cgroup           	group          
803     	bpf              	of             
803     	mem              	me             
803     	alloc            	allow          
803     	reuses           	refuses        
804     	reuse            	refuse         
805     	rcu              	rou            
806     	bpf              	of             
808     	bpf              	of             
808     	kfree            	free           
826     	buckets          	bucket         
827     	nbuckets         	bucket         
827     	nbuckets         	bucket         
828     	smap             	map            
828     	ilog             	log            
828     	nbuckets         	bucket         
830     	smap             	map            
830     	buckets          	bucket         
830     	bpf              	of             
830     	smap             	map            
830     	sizeof           	size           
830     	smap             	map            
830     	buckets          	bucket         
831     	nbuckets         	bucket         
831     	GFP              	GAP            
831     	GFP              	GAP            
831     	NOWARN           	TOWARD         
832     	smap             	map            
832     	buckets          	bucket         
833     	ENOMEM           	ENAMEL         
834     	goto             	got            
834     	smap             	map            
837     	nbuckets         	bucket         
838     	INIT             	KNIT           
838     	HLIST            	LIST           
838     	smap             	map            
838     	buckets          	bucket         
839     	init             	knit           
839     	smap             	map            
839     	buckets          	bucket         
842     	smap             	map            
842     	elem             	eley           
842     	offsetof         	offset         
842     	struct           	struck         
842     	bpf              	of             
842     	elem             	eley           
843     	sdata            	data           
843     	attr             	att            
845     	smap             	map            
845     	bpf              	of             
845     	bpf              	of             
846     	bpf              	of             
847     	bpf              	of             
847     	mem              	me             
847     	alloc            	allow          
847     	init             	knit           
847     	smap             	map            
847     	selem            	seem           
847     	smap             	map            
847     	elem             	eley           
849     	goto             	got            
849     	smap             	map            
851     	bpf              	of             
851     	mem              	me             
851     	alloc            	allow          
851     	init             	knit           
851     	smap             	map            
851     	sizeof           	size           
851     	struct           	struck         
851     	bpf              	of             
853     	bpf              	of             
853     	mem              	me             
853     	alloc            	allow          
853     	smap             	map            
853     	selem            	seem           
854     	goto             	got            
854     	smap             	map            
858     	smap             	map            
858     	cache            	ache           
858     	idx              	ix             
858     	bpf              	of             
858     	cache            	ache           
858     	idx              	ix             
858     	cache            	ache           
859     	smap             	map            
861     	smap             	map            
862     	kvfree           	free           
862     	smap             	map            
862     	buckets          	bucket         
863     	bpf              	of             
863     	smap             	map            
864     	PTR              	PER            
867     	bpf              	of             
867     	struct           	struck         
867     	bpf              	of             
868     	struct           	struck         
868     	bpf              	of             
868     	cache            	ache           
868     	cache            	ache           
869     	int              	in             
869     	percpu           	peru           
871     	struct           	struck         
871     	bpf              	of             
872     	struct           	struck         
872     	bpf              	of             
872     	elem             	eley           
872     	selem            	seem           
873     	struct           	struck         
873     	bpf              	of             
873     	smap             	map            
874     	unsigned         	signed         
874     	int              	in             
876     	smap             	map            
876     	struct           	struck         
876     	bpf              	of             
877     	bpf              	of             
877     	cache            	ache           
877     	idx              	ix             
877     	cache            	ache           
877     	smap             	map            
877     	cache            	ache           
877     	idx              	ix             
879     	cloned           	closed         
880     	bpf              	of             
880     	sk               	s              
880     	clone            	alone          
880     	bpf              	of             
880     	sk               	s              
880     	clone            	alone          
881     	RCU              	ROU            
881     	RCU              	ROU            
882     	bpf              	of             
882     	inc              	in             
886     	bpf              	of             
886     	prog             	pro            
887     	selem            	seem           
890     	elem             	eley           
892     	bpf              	of             
892     	sk               	s              
892     	sk               	s              
892     	destruct         	district       
899     	selem            	seem           
899     	hlist            	list           
900     	rcu              	rou            
900     	dereference      	reference      
900     	hlist            	list           
900     	rcu              	rou            
901     	struct           	struck         
901     	bpf              	of             
901     	elem             	eley           
903     	disable          	disabled       
904     	cpu              	cup            
904     	inc              	in             
906     	bpf              	of             
906     	selem            	seem           
906     	selem            	seem           
908     	cpu              	cup            
911     	resched          	reached        
911     	rcu              	rou            
913     	rcu              	rou            
913     	unlock           	clock          
918     	bpf              	of             
918     	sk               	s              
918     	unlinked         	unlicked       
918     	selem            	seem           
919     	selem            	seem           
923     	smap             	map            
923     	elem             	eley           
923     	uncharging       	unchanging     
924     	bpf              	of             
924     	selem            	seem           
924     	nolock           	clock          
926     	rcu              	rou            
